,planificacion_slug,convocatoria_slug,adjudicacion_slug,precalificacion_slug,convenio_slug,nro_licitacion,nombre_licitacion,tipo_procedimiento,categoria,convocante,_etapa_licitacion,etapa_licitacion,fecha_entrega_oferta,tipo_licitacion,fecha_estimada,fecha_publicacion_convocatoria,geo
1510,360075-contratacion-servicio-fumigacion-integral-complejo-edilicio-otras-dependencias-1,,,,,360075,CONTRATACIÓN DE SERVICIO DE FUMIGACION INTEGRAL DEL COMPLEJO EDILICIO Y OTRAS DEPENDENCIAS DEL BCP,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Banco Central del Paraguay / Banca Central del Estado,PLAN,Planificada,,tradicional,2019-12-31 00:00:00,,
1511,360079-servicios-impresiones-varias-1,360079-servicios-impresiones-varias-1,,,,360079,Servicios de impresiones varias,CD - Contratación Directa,7 - Servicios Técnicos,Municipalidad de Coronel Oviedo / Municipalidades,EVAL,En Evaluacion (Cerrada),2019-03-27 07:20:00,tradicional,2019-03-31 00:00:00,2019-03-13 14:33:03,
1512,360081-servicio-reparacion-mantenimiento-red-primaria-1,,,,,360081,SERVICIO DE REPARACIÓN Y MANTENIMIENTO DE RED PRIMARIA,LPN - Licitación Pública Nacional,7 - Servicios Técnicos,Compañía Paraguaya de Comunicaciones / Soc. Anónimas con Part. Accionaria Mayoritaria del Estado,PLAN,Planificada,,tradicional,2019-03-31 00:00:00,,
1513,360082-contratacion-servicio-copiado-1,,,,,360082,Contratacion de Servicio de Copiado ,CO - Concurso de Ofertas,7 - Servicios Técnicos,Ministerio del Interior / Poder Ejecutivo,PLAN,Planificada,,tradicional,2019-10-31 00:00:00,,
1514,360084-contratacion-soporte-tecnico-sistema-expedientes-1,,,,,360084,CONTRATACIÓN DE SOPORTE TÉCNICO PARA SISTEMA DE EXPEDIENTES,CD - Contratación Directa,7 - Servicios Técnicos,Banco Central del Paraguay / Banca Central del Estado,PLAN,Planificada,,tradicional,2019-09-30 00:00:00,,
1515,360085-servicio-soporte-tecnico-plataformas-huawei-1,,,,,360085,SERVICIO DE SOPORTE TÉCNICO PARA PLATAFORMAS HUAWEI,LPN - Licitación Pública Nacional,7 - Servicios Técnicos,Compañía Paraguaya de Comunicaciones / Soc. Anónimas con Part. Accionaria Mayoritaria del Estado,PLAN,Planificada,,tradicional,2019-06-30 00:00:00,,
1516,360088-servicio-tecnico-central-ericsson-1,,,,,360088,SERVICIO TÉCNICO PARA LA CENTRAL ERICSSON,CO - Concurso de Ofertas,7 - Servicios Técnicos,Compañía Paraguaya de Comunicaciones / Soc. Anónimas con Part. Accionaria Mayoritaria del Estado,PLAN,Planificada,,tradicional,2019-03-31 00:00:00,,
1517,360090-servicio-mantenimiento-bebederos-1,360090-cd-46-2019-servicio-mantenimiento-bebederos-1,360090-cd-46-2019-servicio-mantenimiento-bebederos-1,,,360090,CD 46/2019 - SERVICIO DE MANTENIMIENTO DE BEBEDEROS.,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Banco Central del Paraguay / Banca Central del Estado,ADJ,Adjudicada,2019-09-20 10:00:00,tradicional,2019-09-30 00:00:00,2019-09-11 08:45:36,
1518,360094-manteniminento-preventivo-reparador-senales-debiles-1,360094-manteniminento-preventivo-reparador-senales-debiles-1,,,,360094,MANTENIMINENTO PREVENTIVO Y REPARADOR DE SEÑALES DÉBILES,CO - Concurso de Ofertas,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Circunscripción Judicial del Dpto. Amambay / Corte Suprema de Justicia / Poder Judicial,CONV,En Convocatoria (Abierta),2019-12-02 09:00:00,tradicional,2019-11-30 00:00:00,2019-11-19 18:06:49,
1519,360096-adquisicion-calcomanias-1,360096-adquisicion-calcomanias-1,360096-adquisicion-calcomanias-1,,,360096,adquisicion de calcomanias,CD - Contratación Directa,7 - Servicios Técnicos,"Instituto Nacional de Tecnología, Normalización y Metrologia / Entes Autónomos y Autárquicos",ADJ,Adjudicada,2019-09-30 08:00:00,tradicional,2019-03-31 00:00:00,2019-09-09 16:17:19,
1520,360097-servicio-mantenimiento-reparacion-vehiculos-volvo-ssang-yong-1,360097-cd-47-2019-servicio-mantenimiento-reparacion-vehiculos-volvo-ssang-yong-1,360097-cd-47-2019-servicio-mantenimiento-reparacion-vehiculos-volvo-ssang-yong-1,,,360097,CD 47/2019 - SERVICIO DE MANTENIMIENTO Y REPARACIÓN DE VEHÍCULOS VOLVO Y SSANG YONG,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Banco Central del Paraguay / Banca Central del Estado,ADJ,Adjudicada,2019-05-17 11:00:00,tradicional,2019-04-30 00:00:00,2019-04-22 17:22:39,
1521,360098-servicio-impresion-fotocopiado-escaneo-direccion-marcas-senales-contrato-abierto-plu-1,360098-servicio-impresion-fotocopiado-escaneo-direccion-marcas-senales-contrato-abierto-plu-1,360098-servicio-impresion-fotocopiado-escaneo-direccion-marcas-senales-contrato-abierto-plu-1,,,360098,"SERVICIO DE IMPRESION, FOTOCOPIADO Y ESCANEO PARA LA DIRECCION DE MARCAS Y SEÑALES - CONTRATO ABIERTO - PLURIANUAL",CO - Concurso de Ofertas,7 - Servicios Técnicos,Corte Suprema de Justicia / Poder Judicial,ADJ,Adjudicada,2019-06-25 09:15:00,tradicional,2019-03-31 00:00:00,2019-05-08 15:24:59,
1522,360102-mantenimiento-preventivo-reparador-instalaciones-especiales-electricas-electromecani-1,,,,,360102,"MANTENIMIENTO PREVENTIVO Y REPARADOR DE LAS INSTALACIONES ESPECIALES, ELÉCTRICAS Y ELECTROMECÁNICAS DEL JUZGADO DE 1A. INSTANCIA DE CAPITAN BADO ",CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Circunscripción Judicial del Dpto. Amambay / Corte Suprema de Justicia / Poder Judicial,PLAN,Planificada,,tradicional,2019-11-30 00:00:00,,
1523,360103-contratacion-servicio-tecnico-creacion-sitio-web-multimedia-centro-cultural-1,,,,,360103,CONTRATACIÓN DE SERVICIO TÉCNICO PARA CREACIÓN DEL SITIO WEB MULTIMEDIA PARA EL CENTRO CULTURAL,CD - Contratación Directa,7 - Servicios Técnicos,Banco Central del Paraguay / Banca Central del Estado,PLAN,Planificada,,tradicional,2019-09-30 00:00:00,,
1524,360104-servicio-inspeccion-tecnica-vehicular-1,360104-servicio-inspeccion-tecnica-vehicular-1,360104-servicio-inspeccion-tecnica-vehicular-1,,,360104,Servicio de Inspeccion Tecnica Vehicular,CD - Contratación Directa,7 - Servicios Técnicos,Ministerio del Interior / Poder Ejecutivo,ADJ,Adjudicada,2019-04-03 09:30:00,tradicional,2019-04-30 00:00:00,2019-03-21 14:49:51,
1525,360107-adquisicion-movil-capacitacion-1,,,,,360107,Adquisición de movil para la capacitación,CO - Concurso de Ofertas,"22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte",Ministerio del Interior / Poder Ejecutivo,PLAN,Planificada,,tradicional,2019-05-31 00:00:00,,
1526,360108-servicio-mantenimiento-sistema-climatizacion-1,360108-licitacion-publica-nacional-n-19-2019-servicio-mantenimiento-sistema-climatizacion-1,,,,360108,LICITACIÓN PÚBLICA NACIONAL N° 19/2019 - SERVICIO DE MANTENIMIENTO DEL SISTEMA DE CLIMATIZACIÓN,LPN - Licitación Pública Nacional,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Banco Central del Paraguay / Banca Central del Estado,EVAL,En Evaluacion (Cerrada),2019-11-19 10:00:00,tradicional,2019-03-31 00:00:00,2019-10-24 08:14:42,
1527,360109-compra-equipamientos-materiales-isepol-1,,,,,360109,Adquisicion de Equipamiento y Muebles para la Academia Nacional de Policia Gral Jose E Diaz del ISEPOL,CO - Concurso de Ofertas,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Ministerio del Interior / Poder Ejecutivo,PLAN,Planificada,,tradicional,2019-10-31 00:00:00,,
1528,360111-adquisicion-e-instalacion-equipos-climatizacion-bcp-1,360111-lpn-20-2019-adquisicion-e-instalacion-equipos-climatizacion-bcp-1,360111-lpn-20-2019-adquisicion-e-instalacion-equipos-climatizacion-bcp-1,,,360111,LPN 20/2019-ADQUISICIÓN E INSTALACIÓN DE EQUIPOS DE CLIMATIZACIÓN PARA EL BCP.,LPN - Licitación Pública Nacional,"22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte",Banco Central del Paraguay / Banca Central del Estado,ADJ,Adjudicada,2019-06-06 10:00:00,tradicional,2019-04-30 00:00:00,2019-05-13 16:37:58,
1529,360113-mantenimiento-reparacion-edificios-1,360113-mantenimiento-reparacion-edificios-1,360113-mantenimiento-reparacion-edificios-1,,,360113,Mantenimiento y Reparación de Edificios,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Universidad Nacional de Pilar / Universidades Nacionales,ADJ,Adjudicada,2019-05-09 08:00:00,tradicional,2019-04-30 00:00:00,2019-04-30 09:18:48,
1530,360117-adquisicion-central-telefonica-digital-1,360117-cd-67-2019-adquisicion-central-telefonica-digital-1,360117-cd-67-2019-adquisicion-central-telefonica-digital-1,,,360117,CD 67/2019 - ADQUISICIÓN DE CENTRAL TELEFÓNICA DIGITAL,CD - Contratación Directa,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Banco Central del Paraguay / Banca Central del Estado,ADJ,Adjudicada,2019-09-19 10:00:00,tradicional,2019-06-30 00:00:00,2019-08-21 12:03:36,
1531,360121-contratacion-servicios-tercerizados-mantenimiento-edificio-bcp-1,360121-lpn-21-2019-contratacion-servicios-tercerizados-mantenimiento-edificio-bcp-1,360121-lpn-21-2019-contratacion-servicios-tercerizados-mantenimiento-edificio-bcp-1,,,360121,LPN 21/2019-CONTRATACIÓN DE SERVICIOS TERCERIZADOS PARA EL MANTENIMIENTO DEL EDIFICIO BCP,LPN - Licitación Pública Nacional,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Banco Central del Paraguay / Banca Central del Estado,ADJ,Adjudicada,2019-08-12 10:00:00,tradicional,2019-07-31 00:00:00,2019-07-09 17:07:02,
1532,360123-servicio-mantenimiento-sistema-digital-radiocomunicacion-1,360123-cd-68-2019-servicio-mantenimiento-sistema-digital-radiocomunicacion-1,,,,360123,CD 68/2019 - SERVICIO DE MANTENIMIENTO DE SISTEMA DIGITAL DE RADIOCOMUNICACIÓN,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Banco Central del Paraguay / Banca Central del Estado,EVAL,En Evaluacion (Cerrada),2019-10-30 10:00:00,tradicional,2019-10-31 00:00:00,2019-09-30 15:05:41,
1533,360138-adquisicion-repuestos-plataforma-ims-huawei-1,,,,,360138,ADQUISICIÓN DE REPUESTOS PARA PLATAFORMA IMS HUAWEI,CD - Contratación Directa,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Compañía Paraguaya de Comunicaciones / Soc. Anónimas con Part. Accionaria Mayoritaria del Estado,PLAN,Planificada,,tradicional,2019-05-31 00:00:00,,
1534,360139-servicio-mantenimiento-mangueras-sistema-extincion-incendio-1,360139-cd-69-2019-servicio-mantenimiento-mangueras-sistema-extincion-incendio-1,360139-cd-69-2019-servicio-mantenimiento-mangueras-sistema-extincion-incendio-1,,,360139,CD 69/2019 - SERVICIO DE MANTENIMIENTO DE MANGUERAS DEL SISTEMA DE EXTINCIÓN DE INCENDIO,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Banco Central del Paraguay / Banca Central del Estado,ADJ,Adjudicada,2019-09-19 10:00:00,tradicional,2019-10-31 00:00:00,2019-09-09 11:02:44,
1535,360142-adquisicion-vehiculo-1,,,,,360142,ADQUISICIÓN DE VEHÍCULO,CD - Contratación Directa,"22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte",Comisión Nacional de Competencia / Entes Autónomos y Autárquicos,PLAN,Planificada,,tradicional,2019-04-30 00:00:00,,
1536,360143-adquisicion-equipos-informaticos-1,360143-adquisicion-equipos-informaticos-1,,,,360143,ADQUISICIÓN DE EQUIPOS INFORMÁTICOS,CD - Contratación Directa,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Comisión Nacional de Competencia / Entes Autónomos y Autárquicos,EVAL,En Evaluacion (Cerrada),2019-11-06 10:00:00,tradicional,2019-10-31 00:00:00,2019-11-01 16:52:50,
1537,360145-adquisicion-repuestos-plataforma-ngn-alcatel-1,,,,,360145,ADQUISICIÓN DE REPUESTOS PARA PLATAFORMA NGN ALCATEL,CD - Contratación Directa,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Compañía Paraguaya de Comunicaciones / Soc. Anónimas con Part. Accionaria Mayoritaria del Estado,PLAN,Planificada,,tradicional,2019-05-31 00:00:00,,
1538,360149-mantenimiento-reparacion-generador-data-center-uso-centros-municipales-1,,,,,360149,MANTENIMIENTO Y REPARACIÓN DEL GENERADOR DEL DATA CENTER Y DE USO EN LOS CENTROS MUNICIPALES,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Municipalidad de Asunción / Municipalidades,PLAN,Planificada,,tradicional,2019-05-31 00:00:00,,
1539,360154-adquisicion-insumos-equipos-gestion-red-node-commander-sistema-edm-1,,,,,360154,ADQUISICIÓN DE INSUMOS PARA EQUIPOS DE GESTIÓN DE RED NODE COMMANDER Y SISTEMA EDM,CD - Contratación Directa,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Compañía Paraguaya de Comunicaciones / Soc. Anónimas con Part. Accionaria Mayoritaria del Estado,PLAN,Planificada,,tradicional,2019-03-31 00:00:00,,
1540,360158-sistema-gestion-integrado-procesos-contratacion-bienes-y-o-servicios-municipalidad-1,,,,,360158,SISTEMA DE GESTIÓN INTEGRADO DE PROCESOS DE CONTRATACIÓN DE BIENES Y/O SERVICIOS PARA LA MUNICIPALIDAD DE ASUNCIÓN,CO - Concurso de Ofertas,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Municipalidad de Asunción / Municipalidades,CAN,Anulada o Cancelada,,tradicional,2019-11-30 00:00:00,,
1541,360163-contratacion-servicios-mantenimiento-preventivo-correctivo-provision-repuestos-neces-1,360163-lpn-sbe-29-19-contratacion-servicios-mantenimiento-preventivo-correctivo-provision-1,360163-lpn-sbe-29-19-contratacion-servicios-mantenimiento-preventivo-correctivo-provision-1,,,360163,LPN SBE 29-19 CONTRATACION DE SERVICIOS DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO CON PROVISION DE REPUESTOS A NECESIDAD PARA CAMAS ELECTRICAS DE LA MARCA HOPEFULL PERTENECIENTES AL IPS,LPN - Licitación Pública Nacional,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Instituto de Previsión Social / Entidades Públicas de Seguridad Social,ADJ,Adjudicada,2019-07-11 08:00:00,tradicional,2019-02-28 00:00:00,2019-06-27 17:24:37,
1542,360164-mantenimiento-reparacion-sedes-1,360164-mantenimiento-reparacion-sedes-1,360164-mantenimiento-reparacion-sedes-1,,,360164,MANTENIMIENTO Y REPARACIÓN DE SEDES,LPN - Licitación Pública Nacional,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Ministerio de Relaciones Exteriores / Poder Ejecutivo,ADJ,Adjudicada,2019-07-12 11:00:00,tradicional,2019-02-28 00:00:00,2019-06-18 16:36:32,
1543,360167-mantenimiento-preventivo-correctivo-servidores-data-center-1,,,,,360167,MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE SERVIDORES DEL DATA CENTER,CD - Contratación Directa,7 - Servicios Técnicos,Municipalidad de Asunción / Municipalidades,PLAN,Planificada,,tradicional,2019-05-31 00:00:00,,
1544,360169-contratacion-servicios-mantenimiento-preventivo-correctivo-provision-repuestos-neces-1,360169-lpn-sbe-27-19-contratacion-servicios-mantenimiento-preventivo-correctivo-provision-1,360169-lpn-sbe-27-19-contratacion-servicios-mantenimiento-preventivo-correctivo-provision-1,,,360169,LPN SBE 27-19 CONTRATACION DE SERVICIOS DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO CON PROVISION DE REPUESTOS A NECESIDAD PARA MAQUINAS DE ANESTESIA DE LA MARCA DRAGER MODELO PRIMUS,LPN - Licitación Pública Nacional,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Instituto de Previsión Social / Entidades Públicas de Seguridad Social,ADJ,Adjudicada,2019-06-20 08:00:00,tradicional,2019-02-28 00:00:00,2019-06-05 10:48:35,
1545,360172-servicio-evaluacion-provision-informe-psicolaboral-1,360172-cd-72-2019-servicio-evaluacion-provision-informe-psicolaboral-1,360172-cd-72-2019-servicio-evaluacion-provision-informe-psicolaboral-1,,,360172,CD 72/2019-SERVICIO DE EVALUACIÓN Y PROVISIÓN DE INFORME PSICOLABORAL,CD - Contratación Directa,7 - Servicios Técnicos,Banco Central del Paraguay / Banca Central del Estado,ADJ,Adjudicada,2019-07-18 10:00:00,tradicional,2019-08-31 00:00:00,2019-07-02 14:23:00,
1546,360174-adquisicion-colocacion-carteles-senalizacion-contrato-abierto-plurianual-1,360174-adquisicion-colocacion-carteles-senalizacion-contrato-abierto-plurianual-1,360174-adquisicion-colocacion-carteles-senalizacion-contrato-abierto-plurianual-1,,,360174,ADQUISICION Y COLOCACION DE CARTELES DE SEÑALIZACION - CONTRATO ABIERTO - PLURIANUAL,CD - Contratación Directa,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Corte Suprema de Justicia / Poder Judicial,ADJ,Adjudicada,2019-05-17 09:15:00,tradicional,2019-06-30 00:00:00,2019-05-09 16:22:29,
1547,360177-mantenimiento-reparacion-muebles-1,360177-cd-48-2019-mantenimiento-reparacion-muebles-1,,,,360177,CD 48/2019 - MANTENIMIENTO Y REPARACIÓN DE MUEBLES.,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Banco Central del Paraguay / Banca Central del Estado,EVAL,En Evaluacion (Cerrada),2019-10-16 10:00:00,tradicional,2019-08-31 00:00:00,2019-10-02 12:46:40,
1548,360178-mantenimiento-reparacion-generadores-transformadores-centralita-fcm-1,360178-mantenimiento-reparacion-generadores-hospital-clinicas-ad-referendum-1,,,,360178,MANTENIMIENTO Y REPARACION DE GENERADORES DEL HOSPITAL DE CLÍNICAS-AD REFERÉNDUM,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Facultad de Ciencias Medicas / Universidad Nacional de Asunción / Universidades Nacionales,EVAL,En Evaluacion (Cerrada),2019-11-01 10:00:00,tradicional,2019-10-31 00:00:00,2019-10-24 17:41:38,
1549,360181-servicio-acunacion-monedas-conmemorativas-plata-1,,,,,360181,SERVICIO DE ACUÑACIÓN DE MONEDAS CONMEMORATIVAS DE PLATA,CD - Contratación Directa,7 - Servicios Técnicos,Banco Central del Paraguay / Banca Central del Estado,PLAN,Planificada,,tradicional,2019-05-31 00:00:00,,
1550,360184-mantenimiento-generadores-carterpillar-hospital-clinicas-1,360184-mantenimiento-reparacion-equipos-electrogenos-generadores-caterpillar-edificio-nhc-1,360184-mantenimiento-reparacion-equipos-electrogenos-generadores-caterpillar-edificio-nhc-1,,,360184,MANTENIMIENTO Y REPARACIÓN DE EQUIPOS ELECTRÓGENOS - GENERADORES CATERPILLAR DEL EDIFICIO NHC,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Facultad de Ciencias Medicas / Universidad Nacional de Asunción / Universidades Nacionales,ADJ,Adjudicada,2019-06-18 10:00:00,tradicional,2019-06-30 00:00:00,2019-06-06 12:21:23,
1551,360185-mantenimiento-reparacion-acondicionadores-aire-fotocopiadora-1,360185-mantenimiento-reparacion-acondicionadores-aire-fotocopiadora-1,,,,360185,Mantenimiento y Reparación de Acondicionadores de Aire y Fotocopiadora,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Universidad Nacional de Pilar / Universidades Nacionales,EVAL,En Evaluacion (Cerrada),2019-10-30 07:00:00,tradicional,2019-03-31 00:00:00,2019-10-24 07:57:18,
1552,360189-construccion-area-administrativa-1,360189-construccion-area-administrativa-1,,,,360189,construccion area administrativa,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos","Instituto Nacional de Tecnología, Normalización y Metrologia / Entes Autónomos y Autárquicos",EVAL,En Evaluacion (Cerrada),2019-05-31 08:00:00,tradicional,2019-05-31 00:00:00,2019-05-24 14:41:32,
1553,360192-adquisicion-equipos-varios-gobernacion-misiones-1,360192-adquisicion-equipos-varios-gobernacion-misiones-1,360192-adquisicion-equipos-varios-gobernacion-misiones-1,,,360192,ADQUISICIÓN DE EQUIPOS VARIOS PARA LA GOBERNACIÓN DE MISIONES,CO - Concurso de Ofertas,"22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte",Gobierno Departamental de Misiones / Gobiernos Departamentales,ADJ,Adjudicada,2019-09-13 07:05:00,tradicional,2019-12-31 00:00:00,2019-09-02 10:17:03,
1554,360193-servicio-mantenimiento-equipamiento-informatico-1,,,,,360193,SERVICIO DE MANTENIMIENTO DE EQUIPAMIENTO INFORMÁTICO.,LPN - Licitación Pública Nacional,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Banco Central del Paraguay / Banca Central del Estado,PLAN,Planificada,,tradicional,2019-09-30 00:00:00,,
1555,360196-mantenimiento-equipos-informaticos-e-impresoras-1,,,,,360196,MANTENIMIENTO DE EQUIPOS INFORMATICOS E IMPRESORAS ,CO - Concurso de Ofertas,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Municipalidad de Asunción / Municipalidades,PLAN,Planificada,,tradicional,2019-05-31 00:00:00,,
1556,360197-contratacion-servicio-tv-cable-1,"360197-cd-50-2019-contratacion-servicio-tv-cable-segundo-llamado-3,360197-cd-50-2019-contratacion-servicio-tv-cable-1",360197-cd-50-2019-contratacion-servicio-tv-cable-segundo-llamado-1,,,360197,CD 50/2019 - CONTRATACIÓN DEL SERVICIO DE TV CABLE (SEGUNDO LLAMADO),CD - Contratación Directa,7 - Servicios Técnicos,Banco Central del Paraguay / Banca Central del Estado,ADJ,Adjudicada,2019-09-17 10:00:00,tradicional,2019-03-31 00:00:00,2019-08-27 16:53:48,
1557,360199-desarrollo-sistemas-direccion-planificacion-e-innovacion-tecnologica-1,,,,,360199,DESARROLLO DE SISTEMAS PARA LA DIRECCIÓN DE PLANIFICACIÓN E INNOVACIÓN TECNOLOGICA ,CD - Contratación Directa,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Municipalidad de Asunción / Municipalidades,PLAN,Planificada,,tradicional,2019-04-30 00:00:00,,
1558,360200-adquisicion-libros-facultad-ciencias-medicas-sede-asuncion-filial-santa-rosa-aguaray-1,360200-adquisicion-libros-facultad-ciencias-medicas-sede-asuncion-filial-santa-rosa-aguaray-1,360200-adquisicion-libros-facultad-ciencias-medicas-sede-asuncion-filial-santa-rosa-aguaray-1,,,360200,ADQUISICIÓN DE LIBROS PARA LA FACULTAD DE CIENCIAS MÉDICAS - SEDE ASUNCIÓN Y FILIAL SANTA ROSA DEL AGUARAY,CD - Contratación Directa,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Facultad de Ciencias Medicas / Universidad Nacional de Asunción / Universidades Nacionales,ADJ,Adjudicada,2019-04-25 09:00:00,tradicional,2019-05-31 00:00:00,2019-04-15 11:38:51,
1559,360202-cableado-red-bloques-c-palacete-municipal-1,,,,,360202,CABLEADO DE RED PARA BLOQUES A Y C DEL PALACETE MUNICIPAL,CD - Contratación Directa,7 - Servicios Técnicos,Municipalidad de Asunción / Municipalidades,PLAN,Planificada,,tradicional,2019-05-31 00:00:00,,
1560,360206-adquisicion-software-direccion-tic-s-1,,,,,360206,ADQUISICIÓN DE SOFTWARE PARA LA DIRECCIÓN DE TIC´S,CO - Concurso de Ofertas,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Municipalidad de Asunción / Municipalidades,PLAN,Planificada,,tradicional,2019-05-31 00:00:00,,
1561,360208-mantenimiento-insfraestrutura-tecnologica-centro-semaforico-costanera-atms-1,,,,,360208,MANTENIMIENTO DE INSFRAESTRUTURA TECNOLOGICA DEL CENTRO SEMAFORICO DE LA COSTANERA - ATMS,CO - Concurso de Ofertas,7 - Servicios Técnicos,Municipalidad de Asunción / Municipalidades,PLAN,Planificada,,tradicional,2019-08-31 00:00:00,,
1562,360209-mantenimiento-preventivo-correctivo-instalaciones-especiales-dependencias-corte-supr-1,360209-mantenimiento-preventivo-correctivo-instalaciones-especiales-dependencias-corte-supr-1,,,,360209,"MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE LAS INSTALACIONES ESPECIALES DE LAS DEPENDENCIAS DE LA CORTE SUPREMA DE JUSTICIA, DIRECCIÓN GENERAL DE LOS REGISTROS PÚBLICOS Y LA DIRECCIÓN DEL REGISTRO DE AUTOMOTORES - CONTRATO ABIERTO - PLURIANUAL - AD REFERÉNDUM",CO - Concurso de Ofertas,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Corte Suprema de Justicia / Poder Judicial,EVAL,En Evaluacion (Cerrada),2019-10-09 09:15:00,tradicional,2019-03-31 00:00:00,2019-04-30 15:48:48,
1563,360211-renovacion-licencias-software-antivirus-1,360211-renovacion-adquisicion-licencias-software-antivirus-1,,,,360211,RENOVACIÓN Y ADQUISICIÓN DE LICENCIAS - SOFTWARE ANTIVIRUS,CD - Contratación Directa,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Municipalidad de Asunción / Municipalidades,EVAL,En Evaluacion (Cerrada),2019-08-21 10:45:00,tradicional,2019-07-31 00:00:00,2019-08-01 14:14:33,
1564,360214-reparacion-vehiculos-multimarcas-mdp-1,360214-reparacion-vehiculos-multimarcas-mdp-1,,,,360214,Reparacion de Vehiculos Multimarcas para el MDP,CO - Concurso de Ofertas,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Ministerio de la Defensa Pública - Defensoría / Poder Judicial,DES,Desierta,2019-08-14 09:00:00,tradicional,2019-02-28 00:00:00,2019-05-06 15:15:25,
